1000,Aleatorio,1,0.008621
1000,Aleatorio,1,0.008908
1000,Aleatorio,1,0.008618
1000,Aleatorio,1,0.008679
1000,Aleatorio,1,0.008758
1000,Aleatorio,1,0.008556
1000,Aleatorio,1,0.010529
1000,Aleatorio,1,0.007465
1000,Aleatorio,1,0.007528
1000,Aleatorio,1,0.008375
1000,Aleatorio,2,0.008358
1000,Aleatorio,2,0.007935
1000,Aleatorio,2,0.008107
1000,Aleatorio,2,0.007863
1000,Aleatorio,2,0.007939
1000,Aleatorio,2,0.007852
1000,Aleatorio,2,0.007861
1000,Aleatorio,2,0.008377
1000,Aleatorio,2,0.007503
1000,Aleatorio,2,0.00825
1000,Aleatorio,3,0.012573
1000,Aleatorio,3,0.008698
1000,Aleatorio,3,0.006412
1000,Aleatorio,3,0.006113
1000,Aleatorio,3,0.006246
1000,Aleatorio,3,0.006027
1000,Aleatorio,3,0.006764
1000,Aleatorio,3,0.006306
1000,Aleatorio,3,0.00604
1000,Aleatorio,3,0.006227
1000,Crescente,1,0.020245
1000,Crescente,1,0.017113
1000,Crescente,1,0.011177
1000,Crescente,1,0.010083
1000,Crescente,1,0.009138
1000,Crescente,1,0.009116
1000,Crescente,1,0.008945
1000,Crescente,1,0.009129
1000,Crescente,1,0.008985
1000,Crescente,1,0.008986
1000,Crescente,2,0.01923
1000,Crescente,2,0.011894
1000,Crescente,2,0.008397
1000,Crescente,2,0.007814
1000,Crescente,2,0.007596
1000,Crescente,2,0.007542
1000,Crescente,2,0.007519
1000,Crescente,2,0.007618
1000,Crescente,2,0.007432
1000,Crescente,2,0.007434
1000,Crescente,3,0.010037
1000,Crescente,3,0.008963
1000,Crescente,3,0.008461
1000,Crescente,3,0.008495
1000,Crescente,3,0.008188
1000,Crescente,3,0.007956
1000,Crescente,3,0.007769
1000,Crescente,3,0.007978
1000,Crescente,3,0.008436
1000,Crescente,3,0.007974
1000,Decrescente,1,0.019541
1000,Decrescente,1,0.012292
1000,Decrescente,1,0.009421
1000,Decrescente,1,0.008876
1000,Decrescente,1,0.008799
1000,Decrescente,1,0.008738
1000,Decrescente,1,0.008945
1000,Decrescente,1,0.008911
1000,Decrescente,1,0.009222
1000,Decrescente,1,0.009033
1000,Decrescente,2,0.019696
1000,Decrescente,2,0.01282
1000,Decrescente,2,0.009995
1000,Decrescente,2,0.009204
1000,Decrescente,2,0.009027
1000,Decrescente,2,0.008743
1000,Decrescente,2,0.008756
1000,Decrescente,2,0.009572
1000,Decrescente,2,0.009026
1000,Decrescente,2,0.008813
1000,Decrescente,3,0.013802
1000,Decrescente,3,0.009235
1000,Decrescente,3,0.007257
1000,Decrescente,3,0.007386
1000,Decrescente,3,0.007113
1000,Decrescente,3,0.006726
1000,Decrescente,3,0.008153
1000,Decrescente,3,0.007288
1000,Decrescente,3,0.00699
1000,Decrescente,3,0.006915
10000,Aleatorio,1,0.062222
10000,Aleatorio,1,0.06451
10000,Aleatorio,1,0.105267
10000,Aleatorio,1,0.068777
10000,Aleatorio,1,0.061947
10000,Aleatorio,1,0.058515
10000,Aleatorio,1,0.063185
10000,Aleatorio,1,0.064994
10000,Aleatorio,1,0.062319
10000,Aleatorio,1,0.058936
10000,Aleatorio,2,0.059692
10000,Aleatorio,2,0.061599
10000,Aleatorio,2,0.060166
10000,Aleatorio,2,0.077256
10000,Aleatorio,2,0.058825
10000,Aleatorio,2,0.069154
10000,Aleatorio,2,0.070857
10000,Aleatorio,2,0.060939
